accuracy,balanced_accuracy,macro_f1,weighted_f1,recall_bear,recall_neutral,recall_bull,n_total,n_abstained,abstain_rate,coverage,threshold,fallback,mean_confidence,mean_confidence_kept,mean_confidence_abstained,policy
0.37320574162679426,0.3922285669586984,0.37191754146495476,0.372890276906579,0.328125,0.5294117647058824,0.3191489361702128,209,37,0.17703349282296652,0.8229665071770335,0.4,neutral,0.4714876952708644,0.49133180782284025,0.3792393882724907,"τ=0.4, fallback=neutral"
0.3827751196172249,0.3634425844806008,0.36434897742506894,0.3819575212967343,0.328125,0.29411764705882354,0.46808510638297873,209,37,0.17703349282296652,0.8229665071770335,0.4,persistence,0.4714876952708644,0.49133180782284025,0.3792393882724907,"τ=0.4, fallback=persistence"
0.3827751196172249,0.3634425844806008,0.36434897742506894,0.3819575212967343,0.328125,0.29411764705882354,0.46808510638297873,209,37,0.17703349282296652,0.8229665071770335,0.4,majority,0.4714876952708644,0.49133180782284025,0.3792393882724907,"τ=0.4, fallback=majority"
0.37799043062200954,0.33164937074120426,0.3262089537905661,0.3544393396772512,0.203125,0.19607843137254902,0.5957446808510638,209,96,0.45933014354066987,0.5406698564593302,0.45,persistence,0.4714876952708644,0.5265716996150149,0.4066492318241039,"τ=0.45, fallback=persistence"
0.37799043062200954,0.33164937074120426,0.3262089537905661,0.3544393396772512,0.203125,0.19607843137254902,0.5957446808510638,209,96,0.45933014354066987,0.5406698564593302,0.45,majority,0.4714876952708644,0.5265716996150149,0.4066492318241039,"τ=0.45, fallback=majority"
0.32057416267942584,0.3668322382144347,0.3061300261300261,0.2947857022498171,0.203125,0.7058823529411765,0.19148936170212766,209,96,0.45933014354066987,0.5406698564593302,0.45,neutral,0.4714876952708644,0.5265716996150149,0.4066492318241039,"τ=0.45, fallback=neutral"
0.2822966507177033,0.34775674454178834,0.23799424022877083,0.21712284068450236,0.09375,0.8431372549019608,0.10638297872340426,209,145,0.69377990430622,0.30622009569377995,0.5,neutral,0.4714876952708644,0.5713103180406757,0.4274280548759133,"τ=0.5, fallback=neutral"
0.36363636363636365,0.2824667987762481,0.22866838382599453,0.283379998673691,0.09375,0.0196078431372549,0.7340425531914894,209,145,0.69377990430622,0.30622009569377995,0.5,persistence,0.4714876952708644,0.5713103180406757,0.4274280548759133,"τ=0.5, fallback=persistence"
0.36363636363636365,0.2824667987762481,0.22866838382599453,0.283379998673691,0.09375,0.0196078431372549,0.7340425531914894,209,145,0.69377990430622,0.30622009569377995,0.5,majority,0.4714876952708644,0.5713103180406757,0.4274280548759133,"τ=0.5, fallback=majority"
